,Obj Val,Mean Violation,Max Violation,Num Violations,Num Proj Iters,Elapsed Time
0,451.0713195800781,0.0,0.0,0,780,0.025565569400787354
1,459.9703369140625,0.0,0.0,0,946,0.025565569400787354
2,202.96592712402344,0.0,0.0,0,782,0.025565569400787354
3,806.4995727539062,0.0,0.0,0,1000,0.025565569400787354
4,468.2077941894531,0.0,0.0,0,985,0.025565569400787354
5,215.80770874023438,0.0,0.0,0,753,0.025565569400787354
6,463.0438232421875,0.0,0.0,0,947,0.025565569400787354
7,212.71401977539062,0.0,0.0,0,695,0.025565569400787354
8,214.859130859375,0.0,0.0,0,803,0.025565569400787354
9,801.344482421875,0.0,0.0,0,969,0.025565569400787354
10,469.0234069824219,0.0,0.0,0,990,0.025565569400787354
11,801.0512084960938,0.0,0.0,0,929,0.025565569400787354
12,451.4517517089844,0.0,0.0,0,783,0.025565569400787354
13,202.8258819580078,0.0,0.0,0,784,0.025565569400787354
14,469.85333251953125,0.0,0.0,0,977,0.025565569400787354
15,213.10398864746094,0.0,0.0,0,715,0.025565569400787354
16,209.37518310546875,0.0,0.0,0,478,0.025565569400787354
17,813.3934326171875,0.0,0.0,0,1019,0.025565569400787354
18,450.348876953125,0.0,0.0,0,782,0.025565569400787354
19,800.3515625,0.0,0.0,0,931,0.025565569400787354
20,809.7592163085938,0.0,0.0,0,1008,0.025565569400787354
21,803.8156127929688,0.0,0.0,0,966,0.025565569400787354
22,461.9530029296875,0.0,0.0,0,888,0.025565569400787354
23,201.1678466796875,0.0,0.0,0,778,0.025565569400787354
24,469.3044738769531,0.0,0.0,0,964,0.025565569400787354
25,450.5716857910156,0.0,0.0,0,786,0.025565569400787354
26,462.3916931152344,0.0,0.0,0,972,0.025565569400787354
27,212.63427734375,0.0,0.0,0,661,0.025565569400787354
28,202.0403594970703,0.0,0.0,0,763,0.025565569400787354
29,818.2140502929688,0.0,0.0,0,1015,0.025565569400787354
30,462.55340576171875,0.0,0.0,0,972,0.025565569400787354
31,202.5207061767578,0.0,0.0,0,770,0.025565569400787354
32,802.5465087890625,0.0,0.0,0,972,0.025565569400787354
33,466.2459716796875,0.0,0.0,0,954,0.025565569400787354
34,204.0324249267578,0.0,0.0,0,794,0.025565569400787354
35,806.92578125,0.0,0.0,0,997,0.025565569400787354
36,211.68063354492188,0.0,0.0,0,661,0.025565569400787354
37,211.79293823242188,0.0,0.0,0,819,0.025565569400787354
38,802.2481689453125,0.0,0.0,0,975,0.025565569400787354
39,466.05206298828125,0.0,0.0,0,972,0.025565569400787354
40,459.656982421875,0.0,0.0,0,840,0.025565569400787354
41,809.8878784179688,0.0,0.0,0,1009,0.025565569400787354
42,452.46942138671875,0.0,0.0,0,900,0.025565569400787354
43,211.57823181152344,0.0,0.0,0,527,0.025565569400787354
44,205.07545471191406,0.0,0.0,0,692,0.025565569400787354
45,465.35516357421875,0.0,0.0,0,959,0.025565569400787354
