,Obj Val,Mean Violation,Max Violation,Num Violations,Elapsed Time
0,-19.10853091171638,0.0012927123308181764,1.1989729404449463,2,2.2380352020263673e-05
1,-19.083605568532626,0.0015441973209381103,0.8739033341407776,3,2.2380352020263673e-05
2,-19.126008361021746,0.0010517475605010987,1.0517475605010986,1,2.2380352020263673e-05
3,-19.10853091171638,0.0007844668626785278,0.5486370325088501,3,2.2380352020263673e-05
4,-19.10853091171638,0.0006022270917892456,0.4512869119644165,3,2.2380352020263673e-05
5,-19.150764284769846,0.00125986348092556,1.1750259399414062,3,2.2380352020263673e-05
6,-19.15327875572175,0.0017935585379600526,0.9951328039169312,2,2.2380352020263673e-05
7,-19.10853091171638,0.00014930149912834167,0.14930149912834167,1,2.2380352020263673e-05
8,-19.098177044318234,0.001280555009841919,0.6938884854316711,4,2.2380352020263673e-05
9,-19.10853091171638,0.0008910607695579529,0.6153822541236877,2,2.2380352020263673e-05
10,-19.126008361021746,0.00044105011224746703,0.2304997444152832,3,2.2380352020263673e-05
11,-19.20569184859269,0.0013128669261932373,0.5141086578369141,4,2.2380352020263673e-05
12,-19.10853091171638,0.0014359736442565918,1.1190855503082275,2,2.2380352020263673e-05
13,-19.096686418383104,0.0011292338967323304,0.752206027507782,3,2.2380352020263673e-05
14,-19.134000923466814,0.0011471838355064392,1.0814425945281982,2,2.2380352020263673e-05
15,-19.134000923466814,0.0006162627339363099,0.6162627339363098,1,2.2380352020263673e-05
16,-19.129381256690436,0.000276500403881073,0.13642752170562744,3,2.2380352020263673e-05
17,-19.150764284769846,0.0013644871115684508,0.6116543412208557,3,2.2380352020263673e-05
18,-19.103911244939994,0.0019045875072479248,0.9961836338043213,4,2.2380352020263673e-05
19,-19.10853091171638,0.00028131492435932157,0.17699290812015533,3,2.2380352020263673e-05
20,-19.117454328441156,0.001570947229862213,1.0305136442184448,3,2.2380352020263673e-05
21,-19.134931777746523,0.0008136358857154846,0.4496738314628601,3,2.2380352020263673e-05
22,-19.134931777746523,0.0007073258012533188,0.5436813831329346,2,2.2380352020263673e-05
23,-19.134000923466814,0.0005826256573200225,0.22553300857543945,4,2.2380352020263673e-05
24,-19.10853091171638,0.0013822256922721864,0.6603478193283081,4,2.2380352020263673e-05
25,-19.134931777746523,0.0007573330998420716,0.7091543674468994,3,2.2380352020263673e-05
26,-19.19870859221679,0.0016354559063911438,0.8945919871330261,4,2.2380352020263673e-05
27,-19.13297969088309,0.0018645829558372497,0.8032823204994202,4,2.2380352020263673e-05
28,-19.105387306857864,0.0018687893152236938,1.3304884433746338,4,2.2380352020263673e-05
29,-19.134000923466814,0.0,0.0,0,2.2380352020263673e-05
30,-19.096686418383104,0.002403229057788849,1.134005069732666,6,2.2380352020263673e-05
31,-19.134000923466814,0.0018547968864440919,1.0612068176269531,2,2.2380352020263673e-05
32,-19.10853091171638,0.0016004678010940552,0.9457040429115295,4,2.2380352020263673e-05
33,-19.10853091171638,0.001034483551979065,0.6952599883079529,3,2.2380352020263673e-05
34,-19.134931777746523,0.00129740571975708,0.6243977546691895,3,2.2380352020263673e-05
35,-19.10853091171638,0.0004492146670818329,0.4492146670818329,1,2.2380352020263673e-05
36,-19.17842145389268,0.0010520097613334655,0.6139584183692932,3,2.2380352020263673e-05
37,-19.105387306857864,0.0009623956382274627,0.43163126707077026,4,2.2380352020263673e-05
38,-19.103911244939994,0.0010014167875051498,0.614311933517456,5,2.2380352020263673e-05
39,-19.096686418383104,0.00162057363986969,0.7290757298469543,4,2.2380352020263673e-05
40,-19.135446171939314,0.0005359822511672974,0.5359822511672974,1,2.2380352020263673e-05
41,-19.17842145389268,0.0022896632850170134,0.7202056050300598,7,2.2380352020263673e-05
42,-19.134000923466814,0.000401688814163208,0.401688814163208,1,2.2380352020263673e-05
43,-19.103911244939994,0.000534838855266571,0.2899653911590576,4,2.2380352020263673e-05
44,-19.17842145389268,0.0017581237852573395,0.8860392570495605,5,2.2380352020263673e-05
45,-19.15327875572175,0.001463390052318573,1.0440798997879028,3,2.2380352020263673e-05
46,-19.201072181816304,0.0005419886112213134,0.32438844442367554,2,2.2380352020263673e-05
47,-19.201072181816304,5.902773141860962e-05,0.05902773141860962,1,2.2380352020263673e-05
48,-19.15969109021395,0.0025870540738105775,1.1952682733535767,4,2.2380352020263673e-05
49,-19.134931777746523,0.0004526511430740356,0.45265114307403564,1,2.2380352020263673e-05
50,-19.134000923466814,0.001415866658091545,0.4595903158187866,4,2.2380352020263673e-05
51,-19.130584189948035,0.0014290002584457398,1.0613030195236206,4,2.2380352020263673e-05
52,-19.15327875572175,0.0015030522346496582,0.7585317492485046,3,2.2380352020263673e-05
53,-19.150160525176297,0.001968414515256882,1.071022629737854,5,2.2380352020263673e-05
54,-19.10130608515949,0.0013097165822982789,0.787752628326416,2,2.2380352020263673e-05
55,-19.129381256690436,0.0007761212587356568,0.26380717754364014,3,2.2380352020263673e-05
56,-19.134000923466814,0.00038640128448605535,0.18223154544830322,3,2.2380352020263673e-05
