,Obj Val,Mean Violation,Max Violation,Num Violations,Elapsed Time
0,-4.5469670888489935,0.0,0.0,0,6.008148193359375e-06
1,-4.458258275765453,0.0,0.0,0,6.008148193359375e-06
2,-4.577263284051853,0.0,0.0,0,6.008148193359375e-06
3,-3.9899320501352316,0.0,0.0,0,6.008148193359375e-06
4,-4.321260760524696,0.0,0.0,0,6.008148193359375e-06
5,-4.618179145656656,0.0,0.0,0,6.008148193359375e-06
6,-4.402507462284204,0.0,0.0,0,6.008148193359375e-06
7,-4.057394756075289,0.0,0.0,0,6.008148193359375e-06
8,-4.329771111068688,0.0,0.0,0,6.008148193359375e-06
9,-3.998711739884409,0.003443761963862535,0.0688752392772507,1,6.008148193359375e-06
10,-4.760608594734395,0.00020390015818321782,0.0040780031636643566,1,6.008148193359375e-06
11,-4.537168149418244,0.0,0.0,0,6.008148193359375e-06
12,-4.021216534477085,0.0,0.0,0,6.008148193359375e-06
13,-4.136957511315614,0.00913031183217013,0.1826062366434026,1,6.008148193359375e-06
14,-4.628884292169808,0.0,0.0,0,6.008148193359375e-06
15,-4.34105617900327,0.0,0.0,0,6.008148193359375e-06
16,-4.32593295580022,0.0,0.0,0,6.008148193359375e-06
17,-4.72548018248427,0.0,0.0,0,6.008148193359375e-06
18,-4.060211802399233,0.0,0.0,0,6.008148193359375e-06
19,-4.893075213660589,0.0,0.0,0,6.008148193359375e-06
20,-4.453219625016792,0.0,0.0,0,6.008148193359375e-06
21,-4.513125856260757,0.0,0.0,0,6.008148193359375e-06
22,-4.301568019526523,0.0,0.0,0,6.008148193359375e-06
23,-4.085540891534601,0.0,0.0,0,6.008148193359375e-06
24,-4.308167552961497,0.0,0.0,0,6.008148193359375e-06
25,-4.202469945976582,0.0,0.0,0,6.008148193359375e-06
26,-4.592598189171377,0.0,0.0,0,6.008148193359375e-06
27,-4.769774988250413,0.0,0.0,0,6.008148193359375e-06
28,-4.499444168290843,0.0,0.0,0,6.008148193359375e-06
29,-4.462436255441978,0.0,0.0,0,6.008148193359375e-06
30,-4.844724464213644,0.0,0.0,0,6.008148193359375e-06
31,-4.7240568205955125,0.0,0.0,0,6.008148193359375e-06
32,-4.761263461002112,0.0,0.0,0,6.008148193359375e-06
33,-4.333491633194734,0.0020053397613157276,0.04010679522631455,1,6.008148193359375e-06
34,-4.6857829685637205,0.0,0.0,0,6.008148193359375e-06
35,-4.585818602467677,0.0,0.0,0,6.008148193359375e-06
36,-4.238502451976315,0.0,0.0,0,6.008148193359375e-06
37,-4.43735804692227,0.0,0.0,0,6.008148193359375e-06
38,-4.452032004660113,0.0027448658823915006,0.05489731764783001,1,6.008148193359375e-06
39,-3.9827589666411187,0.0,0.0,0,6.008148193359375e-06
40,-4.2329135134654425,0.0,0.0,0,6.008148193359375e-06
41,-4.556416089723898,0.0,0.0,0,6.008148193359375e-06
42,-4.496143639784895,0.0,0.0,0,6.008148193359375e-06
43,-4.047623352492263,0.0,0.0,0,6.008148193359375e-06
44,-4.051128621105032,0.002992790090560471,0.05985580181120942,1,6.008148193359375e-06
45,-4.769774988250413,0.0,0.0,0,6.008148193359375e-06
46,-4.6443587207302155,0.0,0.0,0,6.008148193359375e-06
47,-4.33149179552243,0.0,0.0,0,6.008148193359375e-06
48,-4.340607838928426,0.0,0.0,0,6.008148193359375e-06
49,-4.164417041206359,0.0,0.0,0,6.008148193359375e-06
50,-4.152087901826085,0.0,0.0,0,6.008148193359375e-06
51,-4.055533788946598,0.0,0.0,0,6.008148193359375e-06
52,-4.433205557363177,0.003275995457870479,0.06551990915740957,1,6.008148193359375e-06
53,-3.863368838627686,0.0,0.0,0,6.008148193359375e-06
54,-3.9791750076048222,0.0,0.0,0,6.008148193359375e-06
55,-4.414822243739963,0.0,0.0,0,6.008148193359375e-06
56,-4.411203589280029,0.0,0.0,0,6.008148193359375e-06
57,-4.504132004263353,0.005560924213217411,0.11121848426434822,1,6.008148193359375e-06
58,-4.602111294346646,0.0,0.0,0,6.008148193359375e-06
59,-4.038684277609846,0.0,0.0,0,6.008148193359375e-06
60,-4.414966684396561,0.0,0.0,0,6.008148193359375e-06
61,-4.82595715937118,0.005245684983453014,0.09377674865371688,2,6.008148193359375e-06
62,-4.354302109320202,0.0,0.0,0,6.008148193359375e-06
63,-4.238711259628413,0.0,0.0,0,6.008148193359375e-06
64,-4.571311365249634,0.0,0.0,0,6.008148193359375e-06
65,-4.503610123008683,0.0,0.0,0,6.008148193359375e-06
66,-4.3168505959819035,0.003976673875616154,0.07953347751232309,1,6.008148193359375e-06
67,-4.352667530258689,0.015440275995598019,0.30880551991196037,1,6.008148193359375e-06
68,-4.077594112805171,0.0,0.0,0,6.008148193359375e-06
69,-4.021835669284818,0.0,0.0,0,6.008148193359375e-06
70,-4.203052963050691,0.006237413835566624,0.12474827671133248,1,6.008148193359375e-06
71,-4.499891239461206,0.0,0.0,0,6.008148193359375e-06
72,-4.500972035535927,0.0,0.0,0,6.008148193359375e-06
73,-4.684419733325772,0.0,0.0,0,6.008148193359375e-06
74,-4.546625355570316,0.006955183291628725,0.09628796164324793,2,6.008148193359375e-06
75,-4.3884915521819545,0.0,0.0,0,6.008148193359375e-06
76,-3.916580392293679,0.0,0.0,0,6.008148193359375e-06
77,-4.251576898118589,0.0,0.0,0,6.008148193359375e-06
78,-4.205900777157994,0.0,0.0,0,6.008148193359375e-06
79,-4.909874137466331,0.0,0.0,0,6.008148193359375e-06
80,-4.472630023102524,0.0,0.0,0,6.008148193359375e-06
81,-4.396084032202872,0.0,0.0,0,6.008148193359375e-06
82,-3.890605738987129,0.0,0.0,0,6.008148193359375e-06
83,-3.9565743052597826,0.0010117256088869764,0.020234512177739528,1,6.008148193359375e-06
84,-4.2741544440257,0.0,0.0,0,6.008148193359375e-06
85,-4.442719794557121,0.0005055389552476086,0.010110779104952172,1,6.008148193359375e-06
86,-4.720689554917513,0.0,0.0,0,6.008148193359375e-06
